ADDRESS,CITY,ZIP CODE,PHONE NUMBER,GEOMETRY,Apartment Complex Name
7925 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.104171967906 30.420904638781),MAISON BOCAGE APARTMENTS AND TOWNHOMES
1217 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140242386769 30.459899283022),PROVINCIAL NORTH APARTMENTS
1919 BOULEVARD DE PROVINCE,BATON ROUGE,70816,,POINT (-91.04464630079 30.434440944159),KINGSTON POINT APARTMENTS
809 SUMMER BREEZE DR,BATON ROUGE,70810,,POINT (-91.117723505213 30.359110642181),SUMMERWOOD VILLAS APARTMENTS
5421 ESSEN LN,BATON ROUGE,70809,,POINT (-91.106587074524 30.399126064246),COBBLESTONE AT ESSEN APARTMENTS
10644 GLENSTONE CT,BATON ROUGE,70810,,POINT (-91.102925640244 30.365772613312),BLUEBONNET RIDGE APARTMENTS
2526 GATES CIR,BATON ROUGE,70809,,POINT (-91.122938286835 30.422974906986),GATES AT CITIPLACE APARTMENTS
7140 MICKENS RD,BATON ROUGE,70811,,POINT (-91.119479846666 30.51730752373),MICKENS PLACE APARTMENTS
2080 LOBDELL BLVD,BATON ROUGE,70806,,POINT (-91.117760145347 30.466774880755),COPPER RIDGE APARTMENTS
10707 INDUSTRIPLEX BLVD,BATON ROUGE,70809,,POINT (-91.065984255743 30.391498866573),THE HIDDEN OAKS AT SIEGEN APARTMENTS
"5958 CADILLAC ST, BLDG 1122",BATON ROUGE,70811,,POINT (-91.128652246619 30.517388139609),CADILLAC STREET PLACE APARTMENTS
10332 CELTIC DR,BATON ROUGE,70809,,POINT (-91.075599297481 30.414918033768),CYPRESS PARK APARTMENTS
8008 BLUEBONNET BLVD,BATON ROUGE,70810,,POINT (-91.100438831682 30.378291042581),THE PARK ON BLUEBONNET APARTMENTS
7642 BLES AVE,BATON ROUGE,70810,,POINT (-91.109440307638 30.392201707207),APARTMENTS
1289 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140688686139 30.460601414427),PROVINCIAL NORTH APARTMENTS
10962 ABINGTON AVE,BATON ROUGE,70816,,POINT (-91.058954261904 30.410731525805),SOUTHPARK APARTMENTS VIII 5
13571 MILLERVILLE GREENS BLVD,BATON ROUGE,70816,,POINT (-91.026746282848 30.438757643466),THE WATERS AT MILLERVILLE APARTMENTS
755 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.153077615629 30.440636932408),THE VILLAS APARTMENTS
12131 DOVERWOOD DR,BATON ROUGE,70807,,POINT (-91.172978599702 30.556617535471),VILLAGE GREEN APARTMENTS 3
13651 MILLERVILLE GREENS BLVD,BATON ROUGE,70816,,POINT (-91.026877424818 30.439698200997),THE WATERS AT MILLERVILLE APARTMENTS
1333 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140035315719 30.460307702327),PROVINCIAL NORTH APARTMENTS
1006 S KENILWORTH PKWY,BATON ROUGE,70820,,POINT (-91.146125441149 30.372890065393),KENILWORTH RIDGE APARTMENTS
11571 COTTAGECREEK RD,BATON ROUGE,70816,,POINT (-91.055257337284 30.419472422129),COTTAGES AT SOUTHFORK APARTMENTS
1215 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140178744375 30.459901091679),PROVINCIAL NORTH APARTMENTS
"4915 ALVIN DARK AVE, BLDG 1519",BATON ROUGE,70820,,POINT (-91.179666883406 30.390761768289),SHARLO TERRACE APARTMENTS 1
708 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.153905761988 30.441487764878),THE VILLAS APARTMENTS
1034 N DONMOOR AVE,BATON ROUGE,70806,,POINT (-91.118313766858 30.459291201855),YORKTOWN APARTMENTS
1066 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.12666797538 30.459180568702),DALI PLACE APARTMENTS
1913 SPARTA AVE,BATON ROUGE,70807,,POINT (-91.173936399771 30.556484875711),VILLAGE GREEN APARTMENTS 7
449 BEN HUR RD,BATON ROUGE,70820,,POINT (-91.158262246058 30.386696722902),THE EXCHANGE AT BATON ROUGE APARTMENTS
"11555 SOUTHFORK AVE, BLDG A",BATON ROUGE,70816,,POINT (-91.056731315889 30.421688533048),REGENCY CLUB APARTMENTS
7332 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.104773977843 30.419066022838),MAISON BOCAGE APARTMENTS AND TOWNHOMES
10201 PARK ROWE AVE,BATON ROUGE,70810,,POINT (-91.092334632476 30.379535202344),PARK ROWE VILLAGE APARTMENTS AT PERKINS ROWE
10202 PERKINS ROWE,BATON ROUGE,70810,,POINT (-91.092331958437 30.378328260413),TERRACES AT PERKINS ROWE APARTMENTS
3303 LONE OAK DR,BATON ROUGE,70814,,POINT (-91.106067336861 30.47971460014),LONE OAK APARTMENTS
7801 SCENIC HWY,BATON ROUGE,70807,,POINT (-91.179683728701 30.519472052546),THE PALISADES AT JAGUAR CITY APARTMENTS
5122 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136552509744 30.441325469668),PATRICIAN APARTMENTS
1062 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.126803328287 30.45918566576),DALI PLACE APARTMENTS
1323 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.139747215253 30.46063045611),PROVINCIAL NORTH APARTMENTS
4500 SHERWOOD COMMON BLVD,BATON ROUGE,70816,,POINT (-91.057516240177 30.409716168803),SHERWOOD PLACE APARTMENTS
5523 PRESCOTT RD,BATON ROUGE,70805,,POINT (-91.134405662127 30.488171106797),PLACE D' CHARLES APARTMENTS 2
3877 CANNON ST,BATON ROUGE,70805,,POINT (-91.151784204512 30.506222689586),APARTMENTS
4723 EARL GROS AVE,BATON ROUGE,70820,,POINT (-91.179480848678 30.392037805554),STADIUM SQUARE APARTMENTS
3538 MARIE DR,BATON ROUGE,70806,,POINT (-91.15288522718 30.440291132317),THE VILLAS APARTMENTS
10634 GLENSTONE CT,BATON ROUGE,70810,,POINT (-91.103402460811 30.365739301142),BLUEBONNET RIDGE APARTMENTS
3484 CEDARCREST AVE,BATON ROUGE,70816,,POINT (-91.068217859557 30.419869267429),CEDARWOOD APARTMENTS
260 SHARP RD,BATON ROUGE,70815,,POINT (-91.072554017021 30.454803238534),PARK REGENCY APARTMENTS
7626 AIRLINE HWY,BATON ROUGE,70814,,POINT (-91.112779904568 30.474421994784),WARREN HOUSE APARTMENTS
4465 Y.A. TITTLE AVE,BATON ROUGE,70820,,POINT (-91.181230243146 30.394638599097),CAMBRIDGE APARTMENTS
1121 ASTER ST,BATON ROUGE,70802,,POINT (-91.18956421646 30.419348882095),WEST CHIMES PLACE APARTMENTS
5077 BAKER BLVD,BAKER,70714,,POINT (-91.147082487575 30.595068977097),GREENWOOD FOREST APARTMENTS
4600 BURBANK DR,BATON ROUGE,70820,,POINT (-91.172853139703 30.398516135633),THE ARMSTRONG APARTMENTS
9771 JEFFERSON HWY,BATON ROUGE,70809,,POINT (-91.075597398512 30.412091531677),JEFFERSON SHADOWS APARTMENTS
"5958 CADILLAC ST, BLDG 1112",BATON ROUGE,70811,,POINT (-91.130416376309 30.51766113694),CADILLAC STREET PLACE APARTMENTS
7836 BLES AVE,BATON ROUGE,70810,,POINT (-91.108162596617 30.391477313889),APARTMENTS
"4915 ALVIN DARK AVE, BLDG 1512",BATON ROUGE,70820,,POINT (-91.178273374929 30.389828873565),SHARLO TERRACE APARTMENTS 1
1299 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140434125296 30.460604845687),PROVINCIAL NORTH APARTMENTS
"1741 BRIGHTSIDE DR, BLDG A",BATON ROUGE,70820,,POINT (-91.177871927331 30.385357832959),THE GATES AT BRIGHTSIDE APARTMENTS
2512 GATES CIR,BATON ROUGE,70809,,POINT (-91.124015935986 30.421856375965),GATES AT CITIPLACE APARTMENTS
1395 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.139785421631 30.460168561494),PROVINCIAL NORTH APARTMENTS
10962 ANSLEY AVE,BATON ROUGE,70816,,POINT (-91.05877085929 30.411511591099),SOUTHPARK APARTMENTS VIII 6
7916 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.103464128192 30.42101970982),MAISON BOCAGE APARTMENTS AND TOWNHOMES
4949 HOOPER RD,BATON ROUGE,70811,,POINT (-91.140962120135 30.523261609691),APARTMENTS
4833 DORAL DR,BATON ROUGE,70816,,POINT (-91.037314142124 30.407079122008),APARTMENTS
11579 COTTAGECREEK RD,BATON ROUGE,70816,,POINT (-91.055178023341 30.419472165085),COTTAGES AT SOUTHFORK APARTMENTS
1730 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.177942084651 30.388769357753),BRIGHTSIDE MANOR APARTMENTS
7833 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.104368061745 30.420513786668),MAISON BOCAGE APARTMENTS AND TOWNHOMES
7772 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.104553489437 30.419456833495),MAISON BOCAGE APARTMENTS AND TOWNHOMES
"4915 ALVIN DARK AVE, BLDG 1510",BATON ROUGE,70820,,POINT (-91.179087916793 30.389847481494),SHARLO TERRACE APARTMENTS 1
1617 COLLEGE DR,BATON ROUGE,70808,,POINT (-91.133669911496 30.434462768814),OLE TOWNE APARTMENTS
888 S KENILWORTH PKWY,BATON ROUGE,70820,,POINT (-91.144687671159 30.373981221197),CHATSWORTH COURT APARTMENTS
5225 CAPITAL HEIGHTS AVE,BATON ROUGE,70806,,POINT (-91.136220249467 30.442806258724),APARTMENTS
992 S KENILWORTH PKWY,BATON ROUGE,70820,,POINT (-91.14514751966 30.373512417787),KENILWORTH RIDGE APARTMENTS
11445 BARD AVE,BATON ROUGE,70815,,POINT (-91.055887978967 30.46822662552),CLASSIC HEIGHTS APARTMENTS 2
7705 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.105986310076 30.421447952281),MAISON BOCAGE APARTMENTS AND TOWNHOMES
3615 COTTAGEWOOD DR,BATON ROUGE,70816,,POINT (-91.056742043296 30.420405949985),COTTAGES AT SOUTHFORK APARTMENTS
5661 PRESCOTT RD,BATON ROUGE,70805,,POINT (-91.133664980267 30.488137078237),FALCON CREST APARTMENTS
11384 BARD AVE,BATON ROUGE,70815,,POINT (-91.057232045609 30.46770000231),PARK PLACE ON BARD APARTMENTS
1624 CLEAR LAKE AVE,BATON ROUGE,70808,,POINT (-91.11474067355 30.389182821136),APARTMENTS
322 STEELE BLVD,BATON ROUGE,70806,,POINT (-91.151003645715 30.445960064875),STEELE PLACE APARTMENTS
4759 EARL GROS AVE,BATON ROUGE,70820,,POINT (-91.179794547317 30.391364791985),STADIUM SQUARE APARTMENTS
701 LAKELAND DR,BATON ROUGE,70802,,POINT (-91.183510203583 30.455929742804),LAKELAND APARTMENTS
150 S 17TH ST,BATON ROUGE,70802,,POINT (-91.1720150737 30.447052411253),MID CITY GARDENS APARTMENTS
13047 FLORIDA BLVD,BATON ROUGE,70815,,POINT (-91.039993271048 30.462792702184),SHERWOOD PARK APARTMENTS
"9989 BURBANK DR, BLDG N",BATON ROUGE,70810,,POINT (-91.114324644726 30.35991431894),THE ARTS APARTMENTS AT BLUEBONNET PLACE
"9989 BURBANK DR, BLDG D",BATON ROUGE,70810,,POINT (-91.113992796129 30.358825935571),THE ARTS APARTMENTS AT BLUEBONNET PLACE
"449 BEN HUR RD, BLDG 5",BATON ROUGE,70820,,POINT (-91.154014031649 30.384582559967),THE EXCHANGE AT BATON ROUGE APARTMENTS
"10245 AIRLINE HWY, BLDG D",BATON ROUGE,70816,,POINT (-91.070286832164 30.418984971332),ROYAL PALMS APARTMENTS
1385 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.139971965595 30.460159330047),PROVINCIAL NORTH APARTMENTS
718 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.153719727955 30.441158705611),THE VILLAS APARTMENTS
4606 Y.A. TITTLE AVE,BATON ROUGE,70820,,POINT (-91.182347793598 30.393694300543),GASLITE IV APARTMENTS
2455 WELDWOOD DR,BATON ROUGE,70816,,POINT (-91.020023934854 30.438193031056),LAKESIDE VILLAS APARTMENTS
464 E BOYD DR,BATON ROUGE,70808,,POINT (-91.175284478097 30.401187836215),COLLEGE TOWN APARTMENTS
2520 GATES CIR,BATON ROUGE,70809,,POINT (-91.122098346261 30.422577022409),GATES AT CITIPLACE APARTMENTS
1315 BOB PETTIT BLVD,BATON ROUGE,70820,,POINT (-91.182074118548 30.394726014976),CAMBRIDGE WEST APARTMENTS
10962 DARRYL DR,BATON ROUGE,70815,,POINT (-91.061703637315 30.469014105511),SHERWOOD OAKS APARTMENTS
999 N 9TH ST,BATON ROUGE,70802,,POINT (-91.181700094255 30.456015013717),LAKE TOWERS APARTMENTS
764 S ACADIAN THWY,BATON ROUGE,70806,,POINT (-91.152713946638 30.440722179035),THE VILLAS APARTMENTS
20257 OLD SCENIC HWY,ZACHARY,70791,,POINT (-91.193939659543 30.652173230872),ZACHARY PARKSIDE APARTMENTS
10006 AVENUE I,BATON ROUGE,70807,,POINT (-91.197731569569 30.535449087299),CRESTWORTH PLACE APARTMENTS
5463 ESSEN LN,BATON ROUGE,70809,,POINT (-91.103822375404 30.397027693759),SILVERSIDE PLANTATION APARTMENTS
3702 CAPITAL HEIGHTS AVE,BATON ROUGE,70806,,POINT (-91.151395383869 30.442037604774),APARTMENTS
"10245 AIRLINE HWY, BLDG E",BATON ROUGE,70816,,POINT (-91.069424228188 30.419049637014),ROYAL PALMS APARTMENTS
9095 GREAT SMOKY AVE,BATON ROUGE,70814,,POINT (-91.087439069897 30.476366649385),APARTMENTS
2157 SHERWOOD MEADOW DR,BATON ROUGE,70816,,POINT (-91.051796896174 30.433286904202),SHERWOOD MEADOWS APARTMENTS
10334 CELTIC DR,BATON ROUGE,70809,,POINT (-91.075384388596 30.414817462925),CYPRESS PARK APARTMENTS
7250 PERKINS RD,BATON ROUGE,70808,,POINT (-91.115290838598 30.394892110269),MAISONS IN THE PARK APARTMENTS
3325 O'NEAL LN,BATON ROUGE,70816,,POINT (-91.007179244314 30.421987586805),APARTMENTS
11558 COTTAGECREEK RD,BATON ROUGE,70816,,POINT (-91.055386529605 30.41910127429),COTTAGES AT SOUTHFORK APARTMENTS
12660 BROGDON LN,BATON ROUGE,70816,,POINT (-91.03957625855 30.404183733885),RELLIM PLACE APARTMENTS
1345 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140443438053 30.460329210041),PROVINCIAL NORTH APARTMENTS
"5958 CADILLAC ST, BLDG 1123",BATON ROUGE,70811,,POINT (-91.128213295498 30.517886729044),CADILLAC STREET PLACE APARTMENTS
17505 JEFFERSON HWY,BATON ROUGE,70817,,POINT (-90.99641429139 30.362232463672),HIGHLAND CLUB APARTMENTS
7706 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.105226200822 30.421304381318),MAISON BOCAGE APARTMENTS AND TOWNHOMES
11432 BARD AVE,BATON ROUGE,70815,,POINT (-91.056837410916 30.46767659999),PARK PLACE ON BARD APARTMENTS
5149 BAKER BLVD,BAKER,70714,,POINT (-91.146074877411 30.594644768499),GREENWOOD FOREST APARTMENTS
727 S FOSTER DR,BATON ROUGE,70806,,POINT (-91.138161906672 30.442166802701),APARTMENTS
1616 LA ANNIE DR,BATON ROUGE,70815,,POINT (-91.043636149886 30.467822877388),APARTMENTS
"3002 MASON AVE, BLDG 116",BATON ROUGE,70805,,POINT (-91.16005485191 30.505680803448),MONTE SANO VILLAGE APARTMENTS
12756 BROGDON LN,BATON ROUGE,70816,,POINT (-91.03881531641 30.404076146869),RELLIM PLACE APARTMENTS
11528 OLD HAMMOND HWY,BATON ROUGE,70816,,POINT (-91.055093547835 30.435970497685),EDEN POINT APARTMENTS
921 RIDGEPOINT CT,BATON ROUGE,70810,,POINT (-91.102579745374 30.367721567589),BLUEBONNET RIDGE APARTMENTS
7933 BLES AVE,BATON ROUGE,70810,,POINT (-91.107153993898 30.391635592701),APARTMENTS
16441 S HARRELL'S FERRY RD,BATON ROUGE,70816,,POINT (-91.003063674574 30.428483471539),RESERVE AT WHITE OAK APARTMENTS
8393 SIEGEN LN,BATON ROUGE,70810,,POINT (-91.070751070564 30.372405077233),SIEGEN CALAIS APARTMENTS
11959 NICHOLSON DR,BATON ROUGE,70810,,POINT (-91.138551815543 30.344278613718),INDIGO PARK APARTMENTS
"15580 GEORGE O'NEAL RD, BLDG 8",BATON ROUGE,70817,,POINT (-91.013120274533 30.405107645845),SPRING BROOK APARTMENTS
3629 S COTTAGES AVE,BATON ROUGE,70816,,POINT (-91.055914619436 30.420265745987),COTTAGES AT SOUTHFORK APARTMENTS
714 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.15376309464 30.441258485054),THE VILLAS APARTMENTS
11539 COTTAGECREEK RD,BATON ROUGE,70816,,POINT (-91.055653907004 30.419473706634),COTTAGES AT SOUTHFORK APARTMENTS
7111 VILLAGE MAISON CT,BATON ROUGE,70809,,POINT (-91.052440624572 30.379836159987),APARTMENTS
10950 DARRYL DR,BATON ROUGE,70815,,POINT (-91.061547330477 30.470436070773),SHERWOOD OAKS APARTMENTS
1607 COLLEGE DR,BATON ROUGE,70808,,POINT (-91.134204565046 30.434539560159),OLE TOWNE APARTMENTS
3678 S COTTAGES AVE,BATON ROUGE,70816,,POINT (-91.056362392079 30.419786052244),COTTAGES AT SOUTHFORK APARTMENTS
11398 BARD AVE,BATON ROUGE,70815,,POINT (-91.057236405523 30.467471002368),PARK PLACE ON BARD APARTMENTS
"11555 SOUTHFORK AVE, BLDG K",BATON ROUGE,70816,,POINT (-91.055661057888 30.421977922042),REGENCY CLUB APARTMENTS
1203 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.13971571879 30.459902315397),PROVINCIAL NORTH APARTMENTS
9394 SIEGEN LN,BATON ROUGE,70810,,POINT (-91.077818027446 30.364623858824),MAGNOLIA BROOK ON SIEGEN LANE APARTMENTS
8371 SIEGEN LN,BATON ROUGE,70810,,POINT (-91.071353129742 30.372023598803),SIEGEN CALAIS APARTMENTS
5142 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.137053018097 30.440930264726),PATRICIAN APARTMENTS
8780 ELM GROVE GARDEN DR,BATON ROUGE,70807,,POINT (-91.168421917451 30.527377655425),ELM GROVE GARDENS APARTMENTS
12658 LEA ANN DR,BATON ROUGE,70815,,POINT (-91.04241773788 30.470651587536),APARTMENTS
10952 DARRYL DR,BATON ROUGE,70815,,POINT (-91.061130355796 30.470635694143),SHERWOOD OAKS APARTMENTS
"12400 JEFFERSON HWY, BLDG 22",BATON ROUGE,70816,,POINT (-91.043486936556 30.391636593414),JEFFERSON LAKES APARTMENTS
2040 GAYOSA ST,BATON ROUGE,70802,,POINT (-91.167602924411 30.454070645295),MOTOR CITY APARTMENTS
4544 EARL GROS AVE,BATON ROUGE,70820,,POINT (-91.179839511971 30.393758715876),TIGER PARK APARTMENTS
"11070 MEAD RD, BLDG 1",BATON ROUGE,70816,,POINT (-91.058279839543 30.428404476593),WILLOWBEND LAKES APARTMENTS
12529 COURSEY BLVD,BATON ROUGE,70816,,POINT (-91.039285024966 30.411670374613),SHERWOOD ACRES APARTMENTS
"6444 JONES CREEK RD, BLDG 2",BATON ROUGE,70817,,POINT (-91.01924462352 30.393551844348),IVY PARK APARTMENTS
2000 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.18082869758 30.389096351482),RETREAT AT BRIGHTSIDE APARTMENTS
5222 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136018927218 30.44088010009),PATRICIAN APARTMENTS
6777 REMBRANDT AVE,BATON ROUGE,70806,,POINT (-91.121155038302 30.458549543382),JACKSON SQUARE APARTMENTS
10231 THE GROVE BLVD,BATON ROUGE,70836,,POINT (-91.079230079767 30.386982734459),THE ADDISON APARTMENTS
1325 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.139721441648 30.460343363308),PROVINCIAL NORTH APARTMENTS
5453 ESSEN LN,BATON ROUGE,70809,,POINT (-91.104564689723 30.397401049642),SILVERSIDE PLANTATION APARTMENTS
3339 CAROL DR,BATON ROUGE,70806,,POINT (-91.154063468356 30.44297253763),THE VILLAS APARTMENTS
6765 CORPORATE BLVD,BATON ROUGE,70809,,POINT (-91.122451950887 30.426417766893),THE RESERVE AT CEDAR LODGE APARTMENTS
1754 CEDAR LAKE DR,BATON ROUGE,70808,,POINT (-91.113121390247 30.390036557516),APARTMENTS
555 SPANISH TOWN RD,BATON ROUGE,70802,,POINT (-91.184988454272 30.454895799349),SPANISH TOWN ROAD APARTMENTS
745 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.153186199122 30.440896058854),THE VILLAS APARTMENTS
11320 GREENWELL SPRINGS RD,BATON ROUGE,70814,,POINT (-91.05611007571 30.49313007739),MALLARD CROSSING APARTMENTS
1050 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.138986052157 30.45790755674),CRILLON APARTMENTS 1
10201 PARK ROWE AVE,BATON ROUGE,70810,,POINT (-91.092334632476 30.379535202344),PARK ROWE VILLAGE APARTMENTS AT PERKINS ROWE
"12400 JEFFERSON HWY, BLDG 30",BATON ROUGE,70816,,POINT (-91.045177486913 30.392849155843),JEFFERSON LAKES APARTMENTS
"5010 MANCUSO LN, BLDG 4",BATON ROUGE,70809,,POINT (-91.104333461834 30.398451540365),CITISCAPE APARTMENTS
12778 PLANK RD,BAKER,70714,,POINT (-91.129240221774 30.562401864155),BENT TREE MANOR APARTMENTS
"9135 GREAT SMOKY AVE, STE A-D",BATON ROUGE,70814,,POINT (-91.086624960726 30.476387078437),APARTMENTS
756 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.153540125551 30.440713765326),THE VILLAS APARTMENTS
11451 COTTAGECREEK RD,BATON ROUGE,70816,,POINT (-91.056466094374 30.419476311964),COTTAGES AT SOUTHFORK APARTMENTS
8008 BLUEBONNET BLVD,BATON ROUGE,70810,,POINT (-91.100438831682 30.378291042581),THE PARK ON BLUEBONNET APARTMENTS
12400 JEFFERSON HWY,BATON ROUGE,70816,,POINT (-91.045646816744 30.39416094),JEFFERSON LAKES APARTMENTS
13675 COURSEY BLVD,BATON ROUGE,70817,,POINT (-91.025439084733 30.410515705743),DEVONSHIRE APARTMENTS
5150 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136895510816 30.440848988772),PATRICIAN APARTMENTS
"12400 JEFFERSON HWY, BLDG 4",BATON ROUGE,70816,,POINT (-91.04609183382 30.393219786166),JEFFERSON LAKES APARTMENTS
1068 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.126697908068 30.459703427522),DALI PLACE APARTMENTS
12648 BROGDON LN,BATON ROUGE,70816,,POINT (-91.039741129022 30.404251548685),RELLIM PLACE APARTMENTS
5617 PRESCOTT RD,BATON ROUGE,70805,,POINT (-91.133973479892 30.488667786679),GREENSIDE RIDGE APARTMENTS 2
1277 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140906126591 30.460502877816),PROVINCIAL NORTH APARTMENTS
"434 LONGWOOD CT, APTS E-H",BATON ROUGE,70806,,POINT (-91.143946515945 30.444733173615),LONGWOOD COURT APARTMENTS
11388 BARD AVE,BATON ROUGE,70815,,POINT (-91.057226625661 30.467640319597),PARK PLACE ON BARD APARTMENTS
7926 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.103140596452 30.421124874245),MAISON BOCAGE APARTMENTS AND TOWNHOMES
7325 CAPRICE DR,BATON ROUGE,70812,,POINT (-91.121374446346 30.517262489811),VILLA CAPRICE APARTMENTS 1
910 RIDGEPOINT CT,BATON ROUGE,70810,,POINT (-91.101981816535 30.367041180272),BLUEBONNET RIDGE APARTMENTS
4194 BURBANK DR,BATON ROUGE,70808,,POINT (-91.176881390315 30.401825081142),LARK BATON ROUGE APARTMENTS
10344 CELTIC DR,BATON ROUGE,70809,,POINT (-91.076756422213 30.414305562179),CYPRESS PARK APARTMENTS
"6444 JONES CREEK RD, BLDG 15",BATON ROUGE,70817,,POINT (-91.020502837383 30.39370161977),IVY PARK APARTMENTS
12400 JEFFERSON HWY,BATON ROUGE,70816,,POINT (-91.045646816744 30.39416094),JEFFERSON LAKES APARTMENTS
10920 AIRLINE HWY,BATON ROUGE,70816,,POINT (-91.062087421233 30.404389687009),DOVE CREEK APARTMENTS
2964 WYOMING ST,BATON ROUGE,70802,,POINT (-91.188792155606 30.421133723255),APARTMENTS
151 RICHLAND AVE,BATON ROUGE,70806,,POINT (-91.148141199068 30.447643097499),BIRCHWOOD APARTMENTS
12400 JEFFERSON HWY,BATON ROUGE,70816,,POINT (-91.045646816744 30.39416094),JEFFERSON LAKES APARTMENTS
225 E BOYD DR,BATON ROUGE,70808,,POINT (-91.173066078895 30.40246421821),THE COURT AT EAST BOYD APARTMENTS
737 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.153292820567 30.441123685457),THE VILLAS APARTMENTS
8385 SIEGEN LN,BATON ROUGE,70810,,POINT (-91.070490958214 30.37222233514),SIEGEN CALAIS APARTMENTS
"11555 SOUTHFORK AVE, BLDG D",BATON ROUGE,70816,,POINT (-91.056354757796 30.422826309025),REGENCY CLUB APARTMENTS
12624 BROGDON LN,BATON ROUGE,70816,,POINT (-91.040141052911 30.404235768303),APARTMENTS
5427 ESSEN LN,BATON ROUGE,70809,,POINT (-91.105980227717 30.398822866965),SILVERSIDE PLANTATION APARTMENTS
155 RICHLAND AVE,BATON ROUGE,70806,,POINT (-91.147978985773 30.447425758669),BIRCHWOOD APARTMENTS
935 MONET DR,BATON ROUGE,70806,,POINT (-91.117817827778 30.458295604112),MONET MANOR II APARTMENTS
1138 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.126048607919 30.460029778782),DALI PLACE APARTMENTS
1720 NICHOLSON DR,BATON ROUGE,70802,,POINT (-91.189283055121 30.431321801648),REDSTICK LOFTS APARTMENTS
5166 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136436010629 30.440778840658),PATRICIAN APARTMENTS
11542 COTTAGECREEK RD,BATON ROUGE,70816,,POINT (-91.05554089296 30.4190960247),COTTAGES AT SOUTHFORK APARTMENTS
3333 CAROL DR,BATON ROUGE,70806,,POINT (-91.154264997434 30.442956022938),THE VILLAS APARTMENTS
"3002 MASON AVE, BLDG 124",BATON ROUGE,70805,,POINT (-91.161459163464 30.505399398503),MONTE SANO VILLAGE APARTMENTS
1984 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.175918215638 30.389619961247),BRIGHTSIDE COMMONS APARTMENTS
4728 Y.A. TITTLE AVE,BATON ROUGE,70820,,POINT (-91.182314524317 30.392711510852),CHATEAU DU COURS APARTMENTS
1413 JIM TAYLOR DR,BATON ROUGE,70820,,POINT (-91.183272293035 30.391737278456),BENGAL COURT APARTMENTS
5455 ESSEN LN,BATON ROUGE,70809,,POINT (-91.104091125134 30.397675836617),SILVERSIDE PLANTATION APARTMENTS
12627 WARFIELD ST,BATON ROUGE,70815,,POINT (-91.042476879491 30.466594533987),CHERRY CREEK APARTMENTS
1188 ROSENWALD RD,BATON ROUGE,70807,,POINT (-91.181593966477 30.531230833777),ROSENWALD APARTMENTS
"12400 JEFFERSON HWY, BLDG 11",BATON ROUGE,70816,,POINT (-91.04386140551 30.393225875475),JEFFERSON LAKES APARTMENTS
3546 SYCAMORE ST,BATON ROUGE,70805,,POINT (-91.154314509479 30.494286508008),APARTMENTS
"3002 MASON AVE, BLDG 138",BATON ROUGE,70805,,POINT (-91.161142663038 30.507142659635),MONTE SANO VILLAGE APARTMENTS
567 SHARP LN,BATON ROUGE,70815,,POINT (-91.072993500168 30.458127033308),PARK EAST APARTMENTS
